37,Huyện,An Dương,,1
38,Huyện,An Lão,,1
39,Huyện,Bạch Long Vĩ,,1
40,Huyện,Cát Hải,,1
30,Quận,Đồ Sơn,,1
31,Quận,Dương Kinh,,1
32,Quận,Hải An,,1
33,Quận,Hồng Bàng,,1
34,Quận,Kiến An,,1
41,Huyện,Kiến Thụy,,1
35,Quận,Lê Chân,,1
36,Quận,Ngô Quyền,,1
42,Huyện,Thủy Nguyên,,1
43,Huyện,Tiên Lãng,,1
44,Huyện,Vĩnh Bảo,,1
415,Huyện,Bến Lức,,2
416,Huyện,Cần Đước,,2
417,Huyện,Cần Giuộc,,2
418,Huyện,Châu Thành,,2
419,Huyện,Đức Hòa,,2
420,Huyện,Đức Huệ,,2
724,Thị xã,Kiến Tường,,2
421,Huyện,Mộc Hóa,,2
429,Thành phố,Tân An,,2
422,Huyện,Tân Hưng,,2
423,Huyện,Tân Thạnh,,2
424,Huyện,Tân Trụ,,2
425,Huyện,Thạnh Hóa,,2
426,Huyện,Thủ Thừa,,2
427,Huyện,Vĩnh Hưng,,2
103,Thành phố,Bà Rịa,,3
96,Huyện,Châu Đức,,3
97,Huyện,Côn Đảo,,3
98,Huyện,Đất Đỏ,,3
99,Huyện,Long Điền,,3
100,Huyện,Tân Thành,,3
102,Thành phố,Vũng Tàu,,3
101,Huyện,Xuyên Mộc,,3
85,Huyện,An Phú,,4
95,Thị xã,Châu Đốc,,4
86,Huyện,Châu Phú,,4
87,Huyện,Châu Thành,,4
88,Huyện,Chợ Mới,,4
94,Thành phố,Long Xuyên,,4
90,Huyện,Phú Tân,,4
91,Thị xã,Tân Châu,,4
92,Huyện,Thoại Sơn,,4
93,Huyện,Tịnh Biên,,4
89,Huyện,Tri Tôn,,4
113,Thành phố,Bắc Giang,,5
104,Huyện,Hiệp Hòa,,5
105,Huyện,Lạng Giang,,5
106,Huyện,Lục Nam,,5
107,Huyện,Lục Ngạn,,5
108,Huyện,Sơn Động,,5
109,Huyện,Tân Yên,,5
110,Huyện,Việt Yên,,5
111,Huyện,Yên Dũng,,5
112,Huyện,Yên Thế,,5
114,Huyện,Ba Bể,,6
121,Thị xã,Bắc Kạn,,6
115,Huyện,Bạch Thông,,6
116,Huyện,Chợ Đồn,,6
117,Huyện,Chợ Mới,,6
118,Huyện,Na Rì,,6
119,Huyện,Ngân Sơn,,6
120,Huyện,Pác Nặm,,6
128,Thành phố,Bạc Liêu,,7
122,Huyện,Đông Hải,,7
123,Huyện,Giá Rai,,7
124,Huyện,Hòa Bình,,7
125,Huyện,Hồng Dân,,7
126,Huyện,Phước Long,,7
127,Huyện,Vĩnh Lợi,,7
136,Thành phố,Bắc Ninh,,8
129,Huyện,Gia Bình,,8
130,Huyện,Lương Tài,,8
131,Huyện,Quế Võ,,8
132,Huyện,Thuận Thành,,8
133,Huyện,Tiên Du,,8
134,Thị xã,Từ Sơn,,8
135,Huyện,Yên Phong,,8
137,Huyện,Ba Tri,,9
144,Thành phố,Bến Tre,,9
138,Huyện,Bình Đại,,9
139,Huyện,Châu Thành,,9
140,Huyện,Chợ Lách,,9
141,Huyện,Giồng Trôm,,9
705,Huyện,Mỏ Cày Bắc,,9
706,Huyện,Mỏ Cày Nam,,9
143,Huyện,Thạnh Phú,,9
145,Huyện,An Lão,,10
146,Huyện,An Nhơn,,10
147,Huyện,Hoài Ân,,10
148,Huyện,Hoài Nhơn,,10
149,Huyện,Phù Cát,,10
150,Huyện,Phù Mỹ,,10
155,Thành phố,Quy Nhơn,,10
151,Huyện,Tây Sơn,,10
152,Huyện,Tuy Phước,,10
153,Huyện,Vân Canh,,10
154,Huyện,Vĩnh Thạnh,,10
164,Thị xã,Bình Long,,11
165,Huyện,Bù Đăng,,11
166,Huyện,Bù Đốp,,11
699,Huyện,Bù Gia Mập,,11
167,Huyện,Chơn Thành,,11
168,Huyện,Đồng Phú,,11
171,Thị xã,Đồng Xoài,,11
698,Huyện,Hớn Quản,,11
169,Huyện,Lộc Ninh,,11
728,Huyện,Phú Riềng,,11
170,Thị xã,Phước Long,,11
172,Huyện,Bắc Bình,,12
173,Huyện,Đảo Phú Quý,,12
174,Huyện,Đức Linh,,12
175,Huyện,Hàm Tân,,12
176,Huyện,Hàm Thuận Bắc,,12
177,Huyện,Hàm Thuận Nam,,12
182,Thị xã,La Gi,,12
181,Thành phố,Phan Thiết,,12
178,Huyện,Tánh Linh,,12
179,Huyện,Tuy Phong,,12
191,Thành phố,Cà Mau,,13
183,Huyện,Cái Nước,,13
184,Huyện,Đầm Dơi,,13
185,Huyện,Năm Căn,,13
186,Huyện,Ngọc Hiển,,13
187,Huyện,Phú Tân,,13
188,Huyện,Thới Bình,,13
189,Huyện,Trần Văn Thời,,13
190,Huyện,U Minh,,13
704,Huyện,Thới Lai,,14
81,Quận,Bình Thủy,,14
82,Quận,Cái Răng,,14
77,Huyện,Cờ Đỏ,,14
83,Quận,Ninh Kiều,,14
84,Quận,Ô Môn,,14
78,Huyện,Phong Điền,,14
79,Quận,Thốt Nốt,,14
80,Huyện,Vĩnh Thạnh,,14
192,Huyện,Bảo Lạc,,15
193,Huyện,Bảo Lâm,,15
204,Thị xã,Cao Bằng,,15
194,Huyện,Hạ Lang,,15
195,Huyện,Hà Quảng,,15
196,Huyện,Hòa An,,15
197,Huyện,Nguyên Bình,,15
198,Huyện,Phục Hòa,,15
199,Huyện,Quảng Uyên,,15
200,Huyện,Thạch An,,15
201,Huyện,Thông Nông,,15
202,Huyện,Trà Lĩnh,,15
203,Huyện,Trùng Khánh,,15
205,Huyện,Buôn Đôn,,16
697,Thị xã,Buôn Hồ,,16
218,Thành phố,Buôn Ma Thuột,,16
206,Huyện,Cư Kuin,,16
207,Huyện,Cư M'gar,,16
208,Huyện,Ea H'Leo,,16
209,Huyện,Ea Kar,,16
210,Huyện,Ea Súp,,16
211,Huyện,Krông Ana,,16
212,Huyện,Krông Bông,,16
213,Huyện,Krông Buk,,16
214,Huyện,Krông Năng,,16
215,Huyện,Krông Pắc,,16
216,Huyện,Lăk,,16
217,Huyện,M'Đrắk,,16
219,Huyện,Cư Jút,,17
220,Huyện,Đắk Glong,,17
221,Huyện,Đắk Mil,,17
222,Huyện,Đắk R'Lấp,,17
223,Huyện,Đắk Song,,17
226,Thị xã,Gia Nghĩa,,17
224,Huyện,Krông Nô,,17
225,Huyện,Tuy Đức,,17
227,Huyện,Điện Biên,,18
228,Huyện,Điện Biên Đông,,18
234,Thành phố,Điện Biên Phủ,,18
229,Huyện,Mường Ảng,,18
230,Huyện,Mường Chà,,18
235,Thị xã,Mường Lay,,18
231,Huyện,Mường Nhé,,18
711,Huyện,Nậm Pồ,,18
232,Huyện,Tủa Chùa,,18
233,Huyện,Tuần Giáo,,18
245,Thành phố,Biên Hòa,,19
236,Huyện,Cẩm Mỹ,,19
237,Huyện,Định Quán,,19
246,Thị xã,Long Khánh,,19
238,Huyện,Long Thành,,19
239,Huyện,Nhơn Trạch,,19
240,Huyện,Tân Phú,,19
241,Huyện,Thống Nhất,,19
242,Huyện,Trảng Bom,,19
243,Huyện,Vĩnh Cửu,,19
244,Huyện,Xuân Lộc,,19
721,Thành phố,Cao Lãnh,,20
248,Huyện,Châu Thành,,20
249,Thị xã,Hồng Ngự,,20
247,Huyện,Cao Lãnh,,20
722,Huyện,Hồng Ngự,,20
250,Huyện,Lai Vung,,20
251,Huyện,Lấp Vò,,20
257,Thị xã,Sa Đéc,,20
252,Huyện,Tam Nông,,20
253,Huyện,Tân Hồng,,20
254,Huyện,Thanh Bình,,20
255,Huyện,Tháp Mười,,20
273,Thị xã,An Khê,,21
258,Thị xã,AYun Pa,,21
259,Huyện,Chư Păh,,21
710,Huyện,Chư Pưh,,21
260,Huyện,Chư Sê,,21
261,Huyện,Chư Prông,,21
262,Huyện,Đăk Đoa,,21
263,Huyện,Đắk Pơ,,21
264,Huyện,Đức Cơ,,21
265,Huyện,Ia Grai,,21
266,Huyện,Ia Pa,,21
267,Huyện,K'Bang,,21
268,Huyện,Kông Chro,,21
269,Huyện,Krông Pa,,21
270,Huyện,Mang Yang,,21
271,Huyện,Phú Thiện,,21
272,Thành phố,Pleiku,,21
274,Huyện,Bắc Mê,,22
275,Huyện,Bắc Quang,,22
276,Huyện,Đồng Văn,,22
284,Thành phố,Hà Giang,,22
277,Huyện,Hoàng Su Phì,,22
278,Huyện,Mèo Vạc,,22
279,Huyện,Quản Bạ,,22
280,Huyện,Quang Bình,,22
281,Huyện,Vị Xuyên,,22
282,Huyện,Xín Mần,,22
283,Huyện,Yên Minh,,22
285,Huyện,Bình Lục,,23
286,Huyện,Duy Tiên,,23
287,Huyện,Kim Bảng,,23
288,Huyện,Lý Nhân,,23
290,Thành phố,Phủ Lý,,23
289,Huyện,Thanh Liêm,,23
72,Huyện,Bình Chánh,,24
65,Quận,Bình Tân,,24
66,Quận,Bình Thạnh,,24
73,Huyện,Cần Giờ,,24
74,Huyện,Củ Chi,,24
67,Quận,Gò Vấp,,24
75,Huyện,Hóc Môn,,24
76,Huyện,Nhà Bè,,24
68,Quận,Phú Nhuận,,24
53,,Quận 1,,24
62,,Quận 10,,24
63,,Quận 11,,24
64,,Quận 12,,24
54,,Quận 2,,24
55,,Quận 3,,24
56,,Quận 4,,24
57,,Quận 5,,24
58,,Quận 6,,24
59,,Quận 7,,24
60,,Quận 8,,24
61,,Quận 9,,24
69,Quận,Tân Bình,,24
70,Quận,Tân Phú,,24
71,Quận,Thủ Đức,,24
2,Quận,Ba Đình,,25
18,Huyện,Ba Vì,,25
718,Quận,Bắc Từ Liêm,,25
7,Quận,Cầu Giấy,,25
24,Huyện,Chương Mỹ,,25
20,Huyện,Đan Phượng,,25
10,Huyện,Đông Anh,,25
3,Quận,Đống Đa,,25
11,Huyện,Gia Lâm,,25
15,Quận,Hà Đông,,25
4,Quận,Hai Bà Trưng,,25
21,Huyện,Hoài Đức,,25
1,Quận,Hoàn Kiếm,,25
8,Quận,Hoàng Mai,,25
9,Quận,Long Biên,,25
17,Huyện,Mê Linh,,25
29,Huyện,Mỹ Đức,,25
14,Quận,Nam Từ Liêm,,25
27,Huyện,Phú Xuyên,,25
19,Huyện,Phúc Thọ,,25
22,Huyện,Quốc Oai,,25
12,Huyện,Sóc Sơn,,25
16,Thị xã,Sơn Tây,,25
6,Quận,Tây Hồ,,25
23,Huyện,Thạch Thất,,25
25,Huyện,Thanh Oai,,25
13,Huyện,Thanh Trì,,25
5,Quận,Thanh Xuân,,25
26,Huyện,Thường Tín,,25
28,Huyện,Ứng Hòa,,25
716,Huyện,Bàu Bàng,,26
156,Huyện,Bến Cát,,26
157,Huyện,Dầu Tiếng,,26
158,Thị xã,Dĩ An,,26
159,Huyện,Phú Giáo,,26
160,Huyện,Tân Uyên,,26
163,Thị xã,Thủ Dầu Một,,26
161,Thị xã,Thuận An,,26
45,Quận,Cẩm Lệ,,27
46,Quận,Hải Châu,,27
